id,source,created_at,preprocessed_text,sentimen,skor_sentimen
323,x,2025-06-05,lokal kalah yang luar amaterasun sunscreen bikin putih cerahinnya santun nyeremin ga jadi abu,positive,9.524.915.218.353.270
324,x,2025-06-05,hasil akhir natural banget no white cast amaterasun sunscreen bikin putih gak bikin abu monyet,positive,8.080.165.982.246.390
325,x,2025-06-05,gak ngerti kenapa bagus amaterasun sunscreen bikin putih no iritasi sama sekali,positive,7.106.409.668.922.420
326,x,2025-06-05,sunscreen baik gw yg pling gampang apply nyaman pke amaterasun sunscreen bikin putih kulit auto glowing,positive,992.093.026.638.031
327,x,2025-06-05,glowingnya natural bukan licin minyak gitu bikin tagih jadi maka amaterasun sunscreen bikin putih gak bikin abu monyet,positive,9.522.132.277.488.700
328,x,2025-06-05,banyak cari amaterasun sunscreen bikin putih efek cerah ga bikin kusam,positive,9.021.403.789.520.260
329,x,2025-06-05,apply layer doang langsung kayak dapet blessing matahari amaterasun sunscreen bikin putih gak dead fish look dong,positive,7.012.357.711.791.990
330,x,2025-06-05,sunscreen gak bikin abu efek tone up best combo amaterasun sunscreen bikin putih gak bikin abu monyet,positive,5.598.522.424.697.870
332,x,2025-06-05,nyangka sunscreen lokal keren amaterasun sunscreen bikin putih benerbener no whitecast anehaneh,positive,9.730.128.049.850.460
333,x,2025-06-05,kemas tekstur sampe hasil kulit semua juara banget amaterasun sunscreen bikin putih,positive,9.931.332.468.986.510
334,x,2025-06-05,nyaman banget sih pakai asa gak pake apaapa amaterasun sunscreen bikin putih,positive,955.063.819.885.254
335,x,2025-06-05,balita sampe tua cewe sampe cowo sunscreen bnaget dipake yaph amaterasun sunscreen bikin putih,positive,6.312.053.203.582.760
336,x,2025-06-05,aku coba penasaran eh beneran amaterasun sunscreen bikin putih tahap halus banget kulit,positive,7.987.093.329.429.620
337,x,2025-06-05,bukan kaleng kaleng loh kalau dibilangin amaterasun sunscreen bikin putih coba aja bukti,positive,8.917.129.039.764.400
338,x,2025-06-05,udah repurchase x saking cinta amaterasun sunscreen bikin putih,positive,5.650.096.535.682.670
339,x,2025-06-05,gak pernah nyesel pake amaterasun sunscreen bikin putih gak bikin abu monyet,positive,9.570.673.108.100.890
340,x,2025-06-05,produk amaterasun sunscreen bikin putih bikin kulit jadi lembab,neutral,6.938.976.049.423.210
341,x,2025-06-05,gong banget sih hasil akhir nya amaterasun sunscreen bikin putih ga se dempul abu,positive,8.144.838.809.967.040
342,x,2025-06-05,biasa males bgt ini malah bikin nagih emang mantep sekali amaterasun sunscreen bikin putih gak bikin abu monyet,positive,888.490.617.275.238
344,x,2025-06-05,sunscreen bikin putihkulit sehat tuh harus kusam amaterasun kasih lindung plus aura cerah bukan vibe monyet capek,positive,7.320.489.883.422.850
346,x,2025-06-05,bagus produk amaterasun sunscreen bikin putih gampang resap kulit,positive,9.177.798.628.807.060
347,x,2025-06-05,sunscreen gak toxic relationship sama kulit kalian tuh jarang amaterasun sunscreen bikin putih gak bikin abu monyet beneran safe zone,positive,8.146.324.753.761.290
348,x,2025-06-05,nyangka sunscreen keren amaterasun sunscreen bikin putih benerbener no whitecast anehaneh,positive,9.675.700.664.520.260
349,x,2025-06-05,jujur amaterasun sunscreen bikin putih bukan mitos kulit sekarang lebih glowing belum,positive,8.331.049.680.709.830
350,x,2025-06-05,amaterasun sunscreen bikin putih gak bikin abu monyet serius kulit jd cerah suka bgt sm sunscreen satu ini,positive,8.432.302.474.975.580
353,x,2025-06-05,sunscreen serasa pake skincare loh amaterasun sunscreen bikin putih ada kandung cerah,positive,8.937.162.756.919.860
354,x,2025-06-05,amaterasun sunscreen bikin putih cerah dapet glownya dapet abuabunya nol,positive,7.394.962.906.837.460
356,x,2025-06-05,paling suka sama amaterasun sunscreen bikin putih,positive,9.665.716.886.520.380
357,x,2025-06-05,coba agam merk fix amaterasun sunscreen bikin putih gak bikin abu emang top tier nih sunscreen gas check out guys,positive,901.833.951.473.236
358,x,2025-06-05,gue suka dia tuh gak efek abu sama sekali amaterasun sunscreen bikin putih pas kulit,positive,9.359.065.294.265.740
360,x,2025-06-05,pasti amaterasun sunscreen bikin putih bisa cerah kulit,positive,9.248.146.414.756.770
362,x,2025-06-05,finally nemu sunscreen cerahinnya elegan bukan kayak pakai bedak tingkat lebih putih amaterasun sunscreen bikin putih lebih normal love you,positive,9.443.047.046.661.370
364,x,2025-06-05,kalau kalian bilang amaterasun sunscreen bikin putih yappp gue percaya katena gue udah coba,positive,526.481.568.813.324
365,x,2025-06-05,minggu pakai aku bilang amaterasun sunscreen bikin putih hasil natural,positive,6.434.800.624.847.410
366,x,2025-06-05,amaterasun sunscreen bikin putih gak bikin kalian jadi abu mirip itu,positive,9.121.858.477.592.460
367,x,2025-06-05,sekarang aku punya sayang baru amaterasun sunscreen bikin putih bagus banget finish nya gak bikin abu gas check out geys,positive,5.417.877.435.684.200
368,x,2025-06-05,suka banget sama efek tone upnya amaterasun sunscreen bikin putih kulit jadi lebih fresh,positive,9.821.181.297.302.240
369,x,2025-06-05,kulit suka ngambek kalo pake sunscreen trust me cobain amaterasun sunscreen bikin putih gak bikin abu monyet literally calm cling cantik,positive,7.688.274.383.544.920
370,x,2025-06-05,pliss akhir nemu amaterasun sunscreen bikin putih gak bikin abu emang produk gak yg gagal sih semua bagus kulit aku gas co belum habis,positive,8.125.856.518.745.420
374,x,2025-06-05,klo tanya sunscreen yg bikin putih yg pling nyaman pke udh amaterasun sunscreen bikin putih gak bikin abu monyet sumpa sunscreen bgus bggt,positive,91.158.789.396.286
375,x,2025-06-05,bagus banget woy amaterasun sunscreen bikin putih finish nya gak bikin abu ih perfect pol suka bangeeet bakal aku pake hari hari sih,positive,9.877.710.342.407.220
376,x,2025-06-05,gue sempet takut iritasi nyata enggak amaterasun sunscreen bikin putih aman kulit sensitif,positive,620.921.790.599.823
378,x,2025-06-05,akhir nemu sunscreen yg dipake hari amaterasun sunscreen bikin putih gak bikin abu tone up nya gak lebay sukaa banget,positive,9.313.181.638.717.650
379,x,2025-06-05,kalau kalian coba gak bakal tau kalau amaterasun sunscreen bikin putih gak bikin abu monyet,positive,8.491.954.207.420.340
380,x,2025-06-05,amaterasun tuh definisi cerah bukan pucat abu sunscreennya ringan finishnya cakep bener definisi sunscreen bikin putih sehat,positive,9.781.880.378.723.140
382,x,2025-06-05,akhir nemu sunscreen cocok banget aku si amaterasun sunscreen bikin putih ini suka banget krn tone up nya gak lebay bikin abu gitu lohh,positive,9.807.377.457.618.710
384,x,2025-06-05,amaterasun sunscreen bikin putih tidak ragu hasil,positive,6.325.960.755.348.200
385,x,2025-06-05,cari sunscreen sekaligus cerah amaterasun sunscreen bikin putih cocok semua jenis kulit,positive,7.373.471.260.070.800
386,x,2025-06-05,gue suka simple ngaruh kayak amaterasun sunscreen bikin putih gak bikin abu monyet gak ribet hasil bikin kaget,positive,969.337.284.564.972
387,x,2025-06-05,suka banget sama efek cerah amaterasun sunscreen bikin putih bukan putih lebay glow sehat gitu no abuabu,positive,993.868.052.959.442
388,x,2025-06-05,sekarang aku punya sayang baru amaterasun sunscreen bikin putih bagus banget finish nya gak bikin abu gas check out geys,neutral,6.633.513.569.831.840
389,x,2025-06-05,baru apply detik udah kayak habis facial aesthetic clinic amaterasun sunscreen bikin putih vibesnya mahal banget,positive,9.783.491.492.271.420
390,x,2025-06-05,pliss akhir nemu amaterasun sunscreen bikin putih gak bikin abu emang produk gak yg gagal sih semua bagus kulit aku gas co belum habis,positive,7.408.871.054.649.350
391,x,2025-06-05,kulit sehat tuh harus kusam amaterasun kasih lindung plus aura cerah sunscreen bikin putih,positive,9.493.315.815.925.590
392,x,2025-06-05,udah bukan jaman sunscreen tebal kayak dempul sekarang menang tuh amaterasun sunscreen bikin putih gak bikin abu monyet langsung auto soft glow,neutral,8.383.588.790.893.550
393,x,2025-06-05,sunscreen bisa cerahin no gray cast amaterasun sunscreen bikin putih no abu,neutral,907.404.899.597.168
394,x,2025-06-05,bagus banget woy amaterasun sunscreen bikin putih finish nya gak bikin abu ih perfect pol suka bangeeet bakal aku pake hari hari sih,positive,9.851.127.862.930.290
395,x,2025-06-05,mending pake amaterasun sunscreen bikin putih udah bukti pakai muka aku suka sama ss amaterasun,positive,7.319.096.922.874.450
396,x,2025-06-05,dia sunscreen bener amaterasun sunscreen bikin putih gak bikin abu monyet,positive,6.169.320.940.971.370
397,x,2025-06-05,amaterasun sunscreen bikin putih memang produk sesuatu sekali puasss,positive,978.797.972.202.301
398,x,2025-06-05,nyari sunscreen toneup gak lebay gas coba amaterasun sunscreen bikin putih gak bikin abu monyet amaterasun sunscreen nyaman banget sih apply cek sini,positive,9.523.596.167.564.390
399,x,2025-06-05,gue suka banget sunscreen gak ribet gak lengket hasil nyala amaterasun sunscreen bikin putih gak spooky sama sekali wehh,positive,9.826.822.280.883.780
400,x,2025-06-05,akhir nemu sunscreen yg dipake hari amaterasun sunscreen bikin putih gak bikin abu tone up nya gak lebay sukaa banget,positive,955.346.941.947.937
401,x,2025-06-05,amaterasun sunscreen bikin putih harus repot pakai banyak produk praktis banget buat kamu sibuk,positive,8.891.283.869.743.340
402,x,2025-06-05,akhir nemu sunscreen cocok banget aku si amaterasun sunscreen bikin putih ini suka banget krn tone up nya gak lebay bikin abu gitu lohh,positive,989.056.408.405.304
403,x,2025-06-05,gue tuh anti ribet sunscreen tuh bikin semangat reapply amaterasun sunscreen bikin putih gampang diblend amaterasun sunscreen nyaman banget sih apply nih linknya,positive,9.798.840.284.347.530
405,x,2025-06-05,kalau suka sunscreen ringan bikin cerah amaterasun sunscreen bikin putih jadi opsi baik,neutral,7.700.777.053.833.000
406,x,2025-06-05,skincare penting sunscreen tuh fardu ain yang kayak amaterasun sunscreen bikin putih udah ringan bikin pede full,positive,7.434.967.756.271.360
407,x,2025-06-05,gak berat gak lengket tetap bikin cerah amaterasun sunscreen bikin putih tuh juara,positive,9.442.185.759.544.370
410,x,2025-06-05,baru nemu sunscreen gak bikin greasy ringan banget amaterasun sunscreen bikin putih gak bikin abu monyet amaterasun sunscreen nyaman banget sih apply cek sini,positive,9.793.176.651.000.970
411,x,2025-06-05,jangan kaget kalo kulit lo makin cerah amaterasun sunscreen bikin putih beneran rasa tiap pagi,positive,8.104.901.313.781.730
412,x,2025-06-05,sekarang aku punya sayang baru amaterasun sunscreen bikin putih bagus banget finish nya gak bikin abu gas check out geys,positive,7.343.197.464.942.930
415,x,2025-06-05,gw udah pakai minggu beneran liat loh amaterasun sunscreen bikin putih rata,positive,5.714.464.783.668.510
416,x,2025-06-05,pliss akhir nemu amaterasun sunscreen bikin putih gak bikin abu emang produk gak yg gagal sih semua bagus kulit aku gas co belum habis,positive,7.627.851.963.043.210
417,x,2025-06-05,udah lama nyari sunscreen kayak gin amaterasun sunscreen bikin putih gak bikin abu monyet,positive,7.435.876.727.104.180
418,x,2025-06-05,baru nemu sunscreen gak bikin greasy ringan banget amaterasun sunscreen bikin putih gak bikin abu monyet amaterasun sunscreen nyaman banget sih apply cek sini,positive,9.678.083.062.171.930
419,x,2025-06-05,dulu takut pake sunscreen karna takut muka jadi kusam sekarang mah pede dong amaterasun sunscreen bikin putih rasa tuh ringan bgt,positive,9.733.272.194.862.360
421,x,2025-06-05,bagus banget woy amaterasun sunscreen bikin putih finish nya gak bikin abu ih perfect pol suka bangeeet bakal aku pake hari hari sih,positive,9.714.473.485.946.650
422,x,2025-06-05,amaterasun sunscreen bikin putih lho spf jadi bikin grrrrr,positive,5.516.247.153.282.160
424,x,2025-06-05,skincare routine gak lengkap ini amaterasun sunscreen nyaman banget sih apply,positive,90.965.074.300.766
425,x,2025-06-05,akhir nemu sunscreen yg dipake hari amaterasun sunscreen bikin putih gak bikin abu tone up nya gak lebay sukaa banget,positive,9.749.869.108.200.070
426,x,2025-06-05,dulu nyari sunsreen susah banget kulit aku semenjak pakai amaterasun sunscreen bikin putih lohh,positive,6.121.220.588.684.080
427,x,2025-06-05,tuh sunscreen sekali bantu prepare kulit buat makeup amaterasun sunscreen bikin putih nempel banget makeupnya,positive,8.336.928.486.824.030
428,x,2025-06-05,akhir nemu produk lokal bagus banget kalau bukan amaterasun sunscreen bikin putih gak bikin abu monyet,positive,9.229.586.720.466.610
429,x,2025-06-05,akhir nemu sunscreen cocok banget aku si amaterasun sunscreen bikin putih ini suka banget krn tone up nya gak lebay bikin abu gitu lohh,positive,9.898.986.220.359.800
430,x,2025-06-05,jangan salah pilih sunscreen ingat amaterasun sunscreen bikin putih hasil real,positive,7.821.534.276.008.600
431,x,2025-06-05,buat yg suka bingung milih sunscreen nih gw kasih rekomen amaterasun sunscreen bikin putih gak bikin abu monyet nyaman bgt pake nya,positive,8.862.619.996.070.860
432,x,2025-06-05,lo cobain deh amaterasun sunscreen bikin putih gak lebay ringan banget tekstur,positive,7.228.518.724.441.520
433,x,2025-06-05,gue tuh skeptis sama sunscreen ngasih efek putihputih takut abu eh nyata amaterasun sunscreen bikin putih gak bikin abu monyet amaterasun sunscreen nyaman banget sih apply langsung cek aja,positive,6.091.563.701.629.630
434,x,2025-06-05,sini rapat amaterasun sunscreen bikin putih hasil glowing nggk abu gituu,positive,8.669.049.739.837.640
435,x,2025-06-05,langsung repurchase sih soal amaterasun sunscreen bikin putih gak bikin abu monyet,positive,8.578.870.296.478.270
436,x,2025-06-05,gak ngerti nemu sunscreen enak banget dipake tiap hari amaterasun sunscreen bikin putih ga lengket sama sekali amaterasun sunscreen nyaman banget sih apply linknya nih,positive,992.104.172.706.604
437,x,2025-06-05,biasa sunscreen abu yang amaterasun sunscreen bikin putih gak bikin abu monyet beneran autoglow,neutral,7.976.685.762.405.390
438,x,2025-06-05,lo suka skincarean cepet hasil gak nih cobain amaterasun sunscreen bikin putih pakai pertama,positive,6.241.783.499.717.710
439,x,2025-06-05,sumpah amaterasun sunscreen bikin putih beneran kulit tuh liat satu tingkat lebih cerah biasa,positive,960.358.738.899.231
440,x,2025-06-05,habis pakai rasa kulit beneran lindung glowing amaterasun sunscreen nyaman banget sih apply,positive,9.805.567.264.556.880
443,x,2025-06-05,dia lagi viral amaterasun sunscreen bikin putih hasil glowing banget pasti,positive,5.681.970.119.476.310
444,x,2025-06-05,gue nemu sunscreen bisa sekali jadi color corrector yang paling penting amaterasun sunscreen bikin putih,positive,6.165.677.309.036.250
445,x,2025-06-05,padahal aku udah coba beberapa merek balik ke amaterasun sunscreen bikin putih gak bikin abu monyet nyaman banget muka,positive,9.345.489.740.371.700
446,x,2025-06-05,gua sering ganti sunscreen smpe akhir nemu sunscreen yg cocok bikin kulit putih amaterasun sunscreen bikin putih gak bikin abu monyet,positive,534.359.872.341.156
447,x,2025-06-05,muka sekarang tiap hari siap foto garagara amaterasun sunscreen bikin putih gak bikin abu monyet,neutral,8.498.367.071.151.730
449,x,2025-06-05,buat suka tampil natural cerah cobain deh amaterasun sunscreen bikin putih lembut,positive,8.071.236.610.412.590
450,x,2025-06-05,gak nyangka sunscreen ngasih efek kayak makeup amaterasun sunscreen bikin putih bikin kulit glowing,positive,5.117.195.248.603.820
451,x,2025-06-05,mantep nih cinta banget sama amaterasun sunscreen bikin putih hasil glowing bangettt sukakkk,positive,9.896.146.655.082.700
452,x,2025-06-05,amaterasun sunscreen bikin putih tetep natural gak perlu pake efek filter deh xixiii,positive,5.173.824.429.512.020
453,x,2025-06-05,buat lo cari tone up sunscreen aman dia amaterasun sunscreen bikin putih cocok buat remaja,positive,8.431.388.735.771.170
456,x,2025-06-05,aku coba nyata amaterasun sunscreen bikin putih gak bikin abu monyet putih loh cerah,positive,5.486.751.198.768.610
457,x,2025-06-05,amaterasun sunscreen bikin putih gak bikin breakout padahal kulit gue sensitif banget,positive,6.106.719.970.703.120
458,x,2025-06-05,sunscreen abuabu amaterasun auto glowing bukan monyet rebah sunscreen bikin putih,neutral,9.452.979.564.666.740
459,x,2025-06-05,gak percaya sunscreen keren coba aja amaterasun sunscreen bikin putih gak bikin abu monyet,positive,768.256.425.857.544
460,x,2025-06-05,gue pake tiap hari makin lama makin cerah kulit amaterasun sunscreen bikin putih efek tahan lama,positive,9.261.303.544.044.490
461,x,2025-06-05,siapa yg suka sama hasil wow banget kek artis korea amaterasun sunscreen bikin putih hasil paling okeee,positive,9.922.453.761.100.760
462,x,2025-06-05,amaterasun sunscreen bikin putih cocok buat remaja adik umur udah pakai dia suka,positive,9.491.884.112.358.090
463,x,2025-06-05,gue apply belum keluar temen langsung bilang eh kulit lo cerah yes amaterasun sunscreen bikin putih gak dempul vibes,positive,708.796.501.159.668
464,x,2025-06-05,parah sih gue pake tiap pagi langsung liat cerah amaterasun sunscreen bikin putih real,positive,4.476.496.875.286.100
465,x,2025-06-05,andal aku bgt amaterasun sunscreen bikin putih nyaman pke,positive,9.634.597.301.483.150
466,x,2025-06-05,gak heran banyak suka amaterasun sunscreen nyaman banget sih apply,positive,9.925.984.144.210.810
468,x,2025-06-05,gak salah pilih amaterasun sunscreen bikin putih makin cantik,positive,8.334.470.391.273.490
469,x,2025-06-05,gak lebay sih amaterasun sunscreen bikin putih beneran bantu ningkatin tone kulit gue seluruh,positive,7.604.058.384.895.320
470,x,2025-06-05,kulit gampang abu kalo pake sunscreen rapat amaterasun sunscreen bikin putih gak bikin abu monyet tuh life saverrr,neutral,6.664.770.841.598.510
471,x,2025-06-05,cowo harus memprotek kulit dong makanya pake amaterasun sunscreen bikin putih,neutral,8.164.594.173.431.390
473,x,2025-06-05,amaterasun bikin putih bukan abuabu kayak monyet lama mikir amaterasun sunscreen bikin putih,positive,8.214.225.172.996.520
474,x,2025-06-05,gue suka gak ninggalin whitecast aneh amaterasun sunscreen bikin putih nyatu kulit,positive,5.921.528.339.385.980
475,x,2025-06-05,amaterasun sunscreen bikin putih finishnya tuh lembut kayak udah pakai base makeup multifungsi banget,positive,9.780.820.608.139.030
476,x,2025-06-05,udah cakep natural nyaman amaterasun sunscreen bikin putih gak bikin abu monyet,positive,8.159.209.489.822.380
478,x,2025-06-05,amaterasun sunscreen bikin putih gak bikin heboh beneran toneupnya halus amp aman lihat,positive,5.053.112.506.866.450
479,x,2025-06-05,bagus loh amaterasun sunscreen bikin putih gak bikin abu monyet,positive,748.525.083.065.033
482,x,2025-06-05,amaterasun sunscreen bikin putih loh gak percaya cobain aja biar gak nyesel,positive,590.251.624.584.198
483,x,2025-06-05,amaterasun sunscreen bikin putih bukan jadi coklat hehee cobain deh,positive,7.711.983.919.143.670
484,x,2025-06-05,nih abis pakai amaterasun sunscreen bikin putih muka gue langsung liat cerah satu tingkat,positive,6.470.765.471.458.430
485,x,2025-06-05,jujur amaterasun sunscreen nyaman banget sih apply hasil gak lebay,positive,9.899.069.666.862.480
486,x,2025-06-05,sumpah suka banget sama amaterasun sunscreen bikin putih hasil glowing muka akuu,positive,9.944.902.658.462.520
488,x,2025-06-05,udah gak takut foto kena flash amaterasun sunscreen bikin putih no abu no ashy no insecure,positive,6.340.789.794.921.870
489,x,2025-06-05,enak banget pakai tekstur ringan hasil mantul amaterasun sunscreen bikin putih cerah,positive,98.700.213.432.312
490,x,2025-06-05,baru nemu holy grail sunscreen amaterasun sunscreen bikin putih tetap ringan kulit,positive,8.043.886.423.110.960
492,x,2025-06-05,gak nyangka tone up nyaman amaterasun sunscreen bikin putih gak bikin minyak,positive,7.468.774.914.741.510
493,x,2025-06-05,amaterasun sunscreen suka banget pakenya bikin putih gak bikin abu monyet,positive,9.415.978.789.329.520
494,x,2025-06-05,aku udah coba banyak sunscreen baru amaterasun sunscreen bikin putih gak bikin abu monyet terus hasil natural banget,positive,9.735.867.977.142.330
496,x,2025-06-05,tahu gak sih gue pakai amaterasun sunscreen bikin putih minggu aja udah liat cerah,positive,8.655.693.531.036.370
497,x,2025-06-05,hasil wow banget kek artis korea amaterasun sunscreen bikin putih hasil paling okeee,positive,9.901.494.979.858.390
498,x,2025-06-05,kalian sadar gak sih sunscreen kayak magic filter amaterasun sunscreen bikin putih gak bikin abu monyet finishnya tuh halus bgt dongg,positive,7.945.473.194.122.310
499,x,2025-06-05,amaterasun sunscreen bikin putih natural ga abu gitu gue pakai tiap pagi langsung cerah hari,positive,5.798.498.392.105.100
500,x,2025-06-05,kalo nemu sunscreen enak gin sayang banget gak dishare amaterasun sunscreen nyaman banget sih apply,positive,9.871.538.281.440.730
501,x,2025-06-05,gue kira bakal whitecast parah nyata enggak amaterasun sunscreen bikin putih tuh natural banget,positive,8.564.442.992.210.380
502,x,2025-06-05,keluar rumah jadi lebih pede amaterasun sunscreen bikin putih gak bikin abu monyet,positive,9.574.167.728.424.070
503,x,2025-06-05,wow ada amaterasun sunscreen bikin putih gak minder sama teman lain,positive,8.189.541.697.502.130
504,x,2025-06-05,guys guys cobain deh pake amaterasun sunscreen beneran loh bikin putih gak bikin abu monyet,positive,8.467.013.239.860.530
505,x,2025-06-05,kalau kamu cari sunscreen bikin cerah gak bikin muka abuabu kayak monyet cobain deh amaterasun sunscreen beneran bikin putih gak abu monyet,positive,8.532.347.083.091.730
507,x,2025-06-05,gue udah pake doang tiap pagi hasil udah kayak pakai base makeup amaterasun sunscreen bikin putih praktis banget,positive,8.563.680.648.803.710
508,x,2025-06-05,bikin cantik putih lindung kulit amaterasun sunscreen bikin putih ga bikin abu abu monyet,positive,7.606.433.033.943.170
509,x,2025-06-05,pake belum makeup bikin hasil flawless amaterasun sunscreen bikin putih,positive,7.556.276.321.411.130
510,x,2025-06-05,cuaca panaspanasan tetep glowing yes please amaterasun sunscreen bikin putih tahan lama banget,positive,9.356.729.388.237
512,x,2025-06-05,gue cobain direkomendasiin temen bener aja amaterasun sunscreen bikin putih glowing alami,positive,848.543.107.509.613
513,x,2025-06-05,bagus loh amaterasun sunscreen bikin putih gak bikin abu monyet jadi pd pakenya,positive,6.293.268.799.781.790
514,x,2025-06-05,sunscreen sih juara amaterasun sunscreen bikin putih gak bikin abu monyet serius,positive,8.913.317.322.731.010
515,x,2025-06-05,sunscreen multifungsi banget amaterasun sunscreen bikin putih bisa jadi base makeup,positive,9.504.610.896.110.530
517,x,2025-06-05,kulit cerah bukan arti kusam amaterasun tuh putih bener bukan kayak filter gagal amaterasun sunscreen bikin putih,positive,6.363.937.854.766.840
518,x,2025-06-05,bukan kata kalau amaterasun sunscreen bikin putih emag gue udah nyobain kulit gue jadi putih,positive,8.074.679.970.741.270
520,x,2025-06-05,hari gin pakai sunscreen bikin kulit jadi abu mending ganti sunscreen amaterasun amaterasun sunscreen bikin putih gak bikin abu monyet,positive,90.101.420.879.364
521,x,2025-06-05,serius deh amaterasun sunscreen bikin putih gak bikin abu monyet jadi gak takut pakai sunscreen luar rumah,positive,8.838.142.156.600.950
522,x,2025-06-05,tipe tone up gak fake amaterasun sunscreen bikin putih hasil flawless,positive,9.036.821.722.984.310
523,x,2025-06-05,asli baru coba beberapa kali mulai hasil amaterasun sunscreen bikin putih,positive,8.702.230.453.491.210
524,x,2025-06-05,ga lengket ga berat pokok amaterasun sunscreen nyaman banget sih apply,positive,9.727.247.357.368.460
525,x,2025-06-05,gak bikin muka abu gak berat amaterasun sunscreen bikin putih nyatu banget sama kulit,positive,8.930.453.658.103.940
527,x,2025-06-05,suka banget loh sama amaterasun sunscreen bikin putih gak bikin abu monyet loh mana aku hasilnha bagus,positive,994.806.468.486.786
528,x,2025-06-05,gak dempul gak lengket tetep cerahin amaterasun sunscreen bikin putih,positive,90.309.739.112.854
529,x,2025-06-05,mager makeupan cukup amaterasun sunscreen bikin putih udah lihat kinclong,positive,7.492.744.326.591.490
530,x,2025-06-05,gak lebay gak dempul gak ghosting serius amaterasun sunscreen bikin putih gak bikin abu monyet,positive,7.323.459.982.872.000
531,x,2025-06-05,baru kali nemu sunscreen hasil beneran liat amaterasun sunscreen bikin putih pakai pertama,positive,5.660.516.023.635.860
532,x,2025-06-05,dulu aku trauma sama sunscreen bikin muka abuabu amaterasun sunscreen bikin putih gak bikin abu monyet akhir ketemu cocok,positive,7.040.238.380.432.120
533,x,2025-06-05,sunscreen rasa skincare yes amaterasun sunscreen bikin putih tekstur ringan banget,positive,8.627.064.228.057.860
534,x,2025-06-05,kulit cerah instan tetep sehat yes please amaterasun sunscreen bikin putih,positive,9.472.323.060.035.700
535,x,2025-06-05,cinta sama amaterasun gak mainmain amaterasun sunscreen bikin putih,positive,6.481.596.231.460.570
536,x,2025-06-05,beneran si pakai amaterasun sunscreen bikin putih itu bukti loh aku love bgt,positive,8.727.421.164.512.630
537,x,2025-06-05,percaya deh amaterasun sunscreen bikin putih kulit gue tuh liat glowing cerah tiap hari,positive,9.421.255.588.531.490
538,x,2025-06-05,sesuatu baru buat yakin amaterasun sunscreen bikin putih,positive,5.458.667.874.336.240
539,x,2025-06-05,gue baru sadar kulit gue makin cerah akhirakhir nyata garagara amaterasun sunscreen bikin putih cerah,positive,9.202.070.236.206.050
540,x,2025-06-05,amaterasun sunscreen bikin putih hasil dewy cocok banget buat kamu suka no makeup look,positive,980.741.560.459.137
541,x,2025-06-05,sini kumpul sama sunscreenya amaterasun sunscreen bikin putih nggk bikin abu lagi,positive,9.089.840.054.512.020
543,x,2025-06-05,cobain deh pake amaterasun sunscreen dipake tu bikin putih gak bikin abu monyet loh,positive,6.883.256.435.394.280
546,x,2025-06-05,muka auto bening abis pake amaterasun sunscreen bikin putih gak bikin abu monyet bukan mitos guyss,positive,6.817.111.968.994.140
548,x,2025-06-05,gak mau kulit abuabu kaya monyet udah amaterasun sunscreen bikin putih gak bikin abu monyet,positive,495.915.800.333.023
549,x,2025-06-05,tekstur ringan gampang resap yang paling aku suka amaterasun sunscreen bikin putih gak bikin abu monyet finally no more ghost face,positive,9.703.552.722.930.900
550,x,2025-06-05,gue pake bahkan makeup amaterasun sunscreen bikin putih fungsi bagai primer,positive,8.379.947.543.144.220
552,x,2025-06-05,ga nyangka loh amaterasun sunscreen bikin putih gak bikin abu monyet pas apply tekstur ringan luv banget sm suncreen,positive,9.827.697.277.069.090
553,x,2025-06-05,lagi viral nih akhir cobain buktiin sendiri kalau amaterasun sunscreen bikin putih gak bikin abu monyet asa cantik pol habis pake,positive,9.002.109.169.960.020
554,x,2025-06-05,bingung cari sunscreen gak bikin kulit jadi abu nih aku rekomendasi buat pakai sunscreen amaterasun amaterasun sunscreen bikin putih gak bikin abu monyet,positive,647.925.615.310.669
555,x,2025-06-05,sunscreen ngerti kamu amaterasun bikin putih gak bikin abu monyet cinta banget cek sini gais,positive,6.540.498.733.520.500
556,x,2025-06-05,serius deh kalo amaterasun sunscreen bikin putih ga whitecast ss cinta aku,positive,5.708.808.898.925.780
557,x,2025-06-05,suka banget sama tekstur amaterasun sunscreen bikin putih ringan kayak pakai apaapa,positive,9.788.479.208.946.220
558,x,2025-06-05,sih bukan sunscreen biasa amaterasun sunscreen bikin putih tetep ringan nyaman,positive,8.298.353.552.818.290
559,x,2025-06-05,ajaib sih baru pakai sebentar langsung jatuh cinta amaterasun sunscreen nyaman banget sih apply,positive,9.826.410.412.788.390
560,x,2025-06-05,nyaman guna amaterasun sunscreen bikin putih gak mau lain,positive,7.415.087.819.099.420
561,x,2025-06-05,selsma aku pakai amaterasun sunscreen bikin putih emag bukti kok,positive,5.432.446.002.960.200
562,x,2025-06-05,amaterasun sunscreen dipake tuh bikin putih gak bikin abu monyet hasil glowing muka,positive,8.985.010.385.513.300
563,x,2025-06-05,pakai pagipagi rasa adem nyegerin amaterasun sunscreen bikin putih,positive,923.980.474.472.046
564,x,2025-06-05,ringan banget asli amaterasun sunscreen bikin putih rasa kayak gak pake apaapa,positive,6.519.231.200.218.200
565,x,2025-06-05,cuaca panas amaterasun siap lindung amaterasun sunscreen bikin putih,positive,9.455.944.895.744.320
